Route stop,Business,GitHub Pages link,HTTP status,Audit status
241,Paredes Auto Works,https://axel-slid.github.io/bay-area-final-1000-websites/paredes-auto-works-bay-area/,200,PASS
242,Cheun Joo Young Yamg Dol Sot,https://axel-slid.github.io/bay-area-final-1000-websites/cheun-joo-young-yamg-dol-sot-santa-clara/,200,PASS
243,Perfect Hair Design,https://axel-slid.github.io/bay-area-final-1000-websites/perfect-hair-design-santa-clara/,200,PASS
244,Honey Berry,https://axel-slid.github.io/bay-area-final-1000-websites/honey-berry-bay-area/,200,PASS
245,미주부동산,https://axel-slid.github.io/bay-area-final-1000-websites/santa-clara/,200,PASS
246,Ga-In Beauty Salon,https://axel-slid.github.io/bay-area-final-1000-websites/ga-in-beauty-salon-santa-clara/,200,PASS
247,Santa Clara Tint Wrap & Carpet Coloring,https://axel-slid.github.io/bay-area-final-1000-websites/santa-clara-tint-wrap-carpet-coloring-santa-clara/,200,PASS
248,Jeff's Garage,https://axel-slid.github.io/bay-area-final-1000-websites/jeffs-garage-santa-clara/,200,PASS
249,Nu-Way Tool Supply,https://axel-slid.github.io/bay-area-final-1000-websites/nu-way-tool-supply-santa-clara/,200,PASS
250,Sassy Nail,https://axel-slid.github.io/bay-area-final-1000-websites/sassy-nail-santa-clara/,200,PASS
251,Christine Dental,https://axel-slid.github.io/bay-area-final-1000-websites/christine-dental-bay-area/,200,PASS
252,Blurr Kitchen,https://axel-slid.github.io/bay-area-final-1000-websites/blurr-kitchen-bay-area/,200,PASS
253,Taqueria Vallarta,https://axel-slid.github.io/bay-area-final-1000-websites/taqueria-vallarta-santa-clara/,200,PASS
254,Goldie's Muffler & Brake,https://axel-slid.github.io/bay-area-final-1000-websites/goldies-muffler-brake-santa-clara/,200,PASS
255,Ume Chinese Food,https://axel-slid.github.io/bay-area-final-1000-websites/ume-chinese-food-san-jose/,200,PASS
256,Biryani Stop,https://axel-slid.github.io/bay-area-final-1000-websites/biryani-stop-san-jose/,200,PASS
257,Kenneth Hua Dentistry,https://axel-slid.github.io/bay-area-final-1000-websites/kenneth-hua-dentistry-san-jose/,200,PASS
258,Wilson Motorsports AutoRepair Inc.,https://axel-slid.github.io/bay-area-final-1000-websites/wilson-motorsports-autorepair-inc-san-jose/,200,PASS
259,QQ Noodle,https://axel-slid.github.io/bay-area-final-1000-websites/qq-noodle-milpitas/,200,PASS
260,AikoNails,https://axel-slid.github.io/bay-area-final-1000-websites/aikonails-milpitas/,200,PASS
261,Dreamhair Beauty Salon,https://axel-slid.github.io/bay-area-final-1000-websites/dreamhair-beauty-salon-milpitas/,200,PASS
262,Hair.Com,https://axel-slid.github.io/bay-area-final-1000-websites/haircom-milpitas/,200,PASS
263,Apt.Li Xiang Restaurant,https://axel-slid.github.io/bay-area-final-1000-websites/aptli-xiang-restaurant-milpitas/,200,PASS
264,Jiuding Flavor Restaurant,https://axel-slid.github.io/bay-area-final-1000-websites/jiuding-flavor-restaurant-milpitas/,200,PASS
265,El Alazan Grill,https://axel-slid.github.io/bay-area-final-1000-websites/el-alazan-grill-milpitas/,200,PASS
266,Hair Day - The Korean Salon,https://axel-slid.github.io/bay-area-final-1000-websites/hair-day-the-korean-salon-milpitas/,200,PASS
267,Ann Hong Vietnamese Restaurant,https://axel-slid.github.io/bay-area-final-1000-websites/ann-hong-vietnamese-restaurant-milpitas/,200,PASS
268,Angel Nails Spa,https://axel-slid.github.io/bay-area-final-1000-websites/angel-nails-spa-milpitas/,200,PASS
269,Serra Barber Shop,https://axel-slid.github.io/bay-area-final-1000-websites/serra-barber-shop-milpitas/,200,PASS
270,Sonam House Of Indian Fashion,https://axel-slid.github.io/bay-area-final-1000-websites/sonam-house-of-indian-fashion-milpitas/,200,PASS
271,Bleu de Beaute,https://axel-slid.github.io/bay-area-final-1000-websites/bleu-de-beaute-milpitas/,200,PASS
272,Taste Good Beijing Duck,https://axel-slid.github.io/bay-area-final-1000-websites/taste-good-beijing-duck-milpitas/,200,PASS
273,Sen Dai Sushi,https://axel-slid.github.io/bay-area-final-1000-websites/sen-dai-sushi-milpitas/,200,PASS
274,Donut Basket,https://axel-slid.github.io/bay-area-final-1000-websites/donut-basket-milpitas/,200,PASS
275,Taiwan Cafe,https://axel-slid.github.io/bay-area-final-1000-websites/taiwan-cafe-bay-area/,200,PASS
276,Jeanne's Nail Spa,https://axel-slid.github.io/bay-area-final-1000-websites/jeannes-nail-spa-milpitas/,200,PASS
277,Luu New Tung Kee Noodle,https://axel-slid.github.io/bay-area-final-1000-websites/luu-new-tung-kee-noodle-milpitas/,200,PASS
278,Radiant Dental,https://axel-slid.github.io/bay-area-final-1000-websites/radiant-dental-milpitas/,200,PASS
279,Modern Image,https://axel-slid.github.io/bay-area-final-1000-websites/modern-image-milpitas/,200,PASS
280,King Chicken Wing,https://axel-slid.github.io/bay-area-final-1000-websites/king-chicken-wing-bay-area/,200,PASS
281,Park Victoria Dental,https://axel-slid.github.io/bay-area-final-1000-websites/park-victoria-dental-milpitas/,200,PASS
282,Tina's Hair Design,https://axel-slid.github.io/bay-area-final-1000-websites/tinas-hair-design-milpitas/,200,PASS
283,Calaveras Family Dentistry,https://axel-slid.github.io/bay-area-final-1000-websites/calaveras-family-dentistry-milpitas/,200,PASS
284,BBH Noodle,https://axel-slid.github.io/bay-area-final-1000-websites/bbh-noodle-milpitas/,200,PASS
285,Be My Nails,https://axel-slid.github.io/bay-area-final-1000-websites/be-my-nails-milpitas/,200,PASS
286,Christy's Donuts,https://axel-slid.github.io/bay-area-final-1000-websites/christys-donuts-milpitas/,200,PASS
287,Victoria Hair & Nails,https://axel-slid.github.io/bay-area-final-1000-websites/victoria-hair-nails-milpitas/,200,PASS
288,Chez Christina,https://axel-slid.github.io/bay-area-final-1000-websites/chez-christina-milpitas/,200,PASS
289,The Pizza Box,https://axel-slid.github.io/bay-area-final-1000-websites/the-pizza-box-milpitas/,200,PASS
290,MM Barbershop,https://axel-slid.github.io/bay-area-final-1000-websites/mm-barbershop-milpitas/,200,PASS
291,I Nails,https://axel-slid.github.io/bay-area-final-1000-websites/i-nails-milpitas/,200,PASS
292,Loved And Lashed,https://axel-slid.github.io/bay-area-final-1000-websites/loved-and-lashed-milpitas/,200,PASS
293,Allianace Dental Center,https://axel-slid.github.io/bay-area-final-1000-websites/allianace-dental-center-milpitas/,200,PASS
294,Bliss Beauty & Spa,https://axel-slid.github.io/bay-area-final-1000-websites/bliss-beauty-spa-milpitas/,200,PASS
295,Chick & Tea,https://axel-slid.github.io/bay-area-final-1000-websites/chick-tea-milpitas/,200,PASS
296,Gao's Kabob & Crab,https://axel-slid.github.io/bay-area-final-1000-websites/gaos-kabob-crab-milpitas/,200,PASS
297,Shing's Hair Studio,https://axel-slid.github.io/bay-area-final-1000-websites/shings-hair-studio-milpitas/,200,PASS
298,Beauty Touch,https://axel-slid.github.io/bay-area-final-1000-websites/beauty-touch-milpitas/,200,PASS
299,OP Beautiful Nails Spa,https://axel-slid.github.io/bay-area-final-1000-websites/op-beautiful-nails-spa-milpitas/,200,PASS
300,Vincent Liang Dentistry,https://axel-slid.github.io/bay-area-final-1000-websites/vincent-liang-dentistry-milpitas/,200,PASS
301,Little Taipei Café,https://axel-slid.github.io/bay-area-final-1000-websites/little-taipei-cafe-fremont/,200,PASS
302,Lok Nails,https://axel-slid.github.io/bay-area-final-1000-websites/lok-nails-bay-area/,200,PASS
303,Sean's Barber Shop,https://axel-slid.github.io/bay-area-final-1000-websites/seans-barber-shop-bay-area/,200,PASS
304,A+ Hk Style Cafe,https://axel-slid.github.io/bay-area-final-1000-websites/a-hk-style-cafe-fremont/,200,PASS
305,"Richard My Ta, D.D.S., Inc.",https://axel-slid.github.io/bay-area-final-1000-websites/richard-my-ta-dds-inc-fremont/,200,PASS
306,Star Salon,https://axel-slid.github.io/bay-area-final-1000-websites/star-salon-fremont/,200,PASS
307,Red Pot,https://axel-slid.github.io/bay-area-final-1000-websites/red-pot-bay-area/,200,PASS
308,CT Nails & Spa,https://axel-slid.github.io/bay-area-final-1000-websites/ct-nails-spa-fremont/,200,PASS
309,Pho Saigon Pasteur,https://axel-slid.github.io/bay-area-final-1000-websites/pho-saigon-pasteur-fremont/,200,PASS
310,Young Beauty Salon,https://axel-slid.github.io/bay-area-final-1000-websites/young-beauty-salon-fremont/,200,PASS
311,Max Nunez CPA,https://axel-slid.github.io/bay-area-final-1000-websites/max-nunez-cpa-fremont/,200,PASS
312,L'Amour Nails,https://axel-slid.github.io/bay-area-final-1000-websites/lamour-nails-fremont/,200,PASS
313,De Ala Dental,https://axel-slid.github.io/bay-area-final-1000-websites/de-ala-dental-fremont/,200,PASS
314,Top Hair Cut & Salon,https://axel-slid.github.io/bay-area-final-1000-websites/top-hair-cut-salon-fremont/,200,PASS
315,"Amy B. Wong, D.D.S.",https://axel-slid.github.io/bay-area-final-1000-websites/amy-b-wong-dds-bay-area/,200,PASS
316,Doan's Hair & Spa,https://axel-slid.github.io/bay-area-final-1000-websites/doans-hair-spa-bay-area/,200,PASS
317,Sushi Ken,https://axel-slid.github.io/bay-area-final-1000-websites/sushi-ken-bay-area/,200,PASS
318,Sleek Salon,https://axel-slid.github.io/bay-area-final-1000-websites/sleek-salon-fremont/,200,PASS
319,Stela's Hair Salon,https://axel-slid.github.io/bay-area-final-1000-websites/stelas-hair-salon-fremont/,200,PASS
320,Mary’s Barbershop,https://axel-slid.github.io/bay-area-final-1000-websites/marys-barbershop-bay-area/,200,PASS
321,Yat Sing Chinese Food,https://axel-slid.github.io/bay-area-final-1000-websites/yat-sing-chinese-food-pleasanton/,200,PASS
322,Jim's Country Style Restaurant,https://axel-slid.github.io/bay-area-final-1000-websites/jims-country-style-restaurant-pleasanton/,200,PASS
323,Main St. Hair Extensions Bar,https://axel-slid.github.io/bay-area-final-1000-websites/main-st-hair-extensions-bar-bay-area/,200,PASS
324,Brush & Blow,https://axel-slid.github.io/bay-area-final-1000-websites/brush-blow-bay-area/,200,PASS
325,Estrella Designs,https://axel-slid.github.io/bay-area-final-1000-websites/estrella-designs-bay-area/,200,PASS
326,Sculptations Boutique,https://axel-slid.github.io/bay-area-final-1000-websites/sculptations-boutique-bay-area/,200,PASS
327,Aila aesthetics,https://axel-slid.github.io/bay-area-final-1000-websites/aila-aesthetics-bay-area/,200,PASS
328,Lavendar Nail Salon,https://axel-slid.github.io/bay-area-final-1000-websites/lavendar-nail-salon-bay-area/,200,PASS
329,Hopyard Nails,https://axel-slid.github.io/bay-area-final-1000-websites/hopyard-nails-pleasanton/,200,PASS
330,Shear Cuts,https://axel-slid.github.io/bay-area-final-1000-websites/shear-cuts-pleasanton/,200,PASS
331,The Jelly Donut,https://axel-slid.github.io/bay-area-final-1000-websites/the-jelly-donut-pleasanton/,200,PASS
332,Pho Lovers,https://axel-slid.github.io/bay-area-final-1000-websites/pho-lovers-dublin/,200,PASS
333,Monaco Hair And Nails,https://axel-slid.github.io/bay-area-final-1000-websites/monaco-hair-and-nails-bay-area/,200,PASS
334,Athens Burgers,https://axel-slid.github.io/bay-area-final-1000-websites/athens-burgers-bay-area/,200,PASS
335,Tri-Valley Mufflers,https://axel-slid.github.io/bay-area-final-1000-websites/tri-valley-mufflers-dublin/,200,PASS
336,Zorba Automotive,https://axel-slid.github.io/bay-area-final-1000-websites/zorba-automotive-dublin/,200,PASS
337,Beauty Hair and Nails,https://axel-slid.github.io/bay-area-final-1000-websites/beauty-hair-and-nails-dublin/,200,PASS
338,Mad for Sushi,https://axel-slid.github.io/bay-area-final-1000-websites/mad-for-sushi-bay-area/,200,PASS
339,Sodam,https://axel-slid.github.io/bay-area-final-1000-websites/sodam-dublin/,200,PASS
340,Bagel Bakery,https://axel-slid.github.io/bay-area-final-1000-websites/bagel-bakery-bay-area/,200,PASS
341,Tofu House,https://axel-slid.github.io/bay-area-final-1000-websites/tofu-house-bay-area/,200,PASS
342,"G-Jen Hsu, DDS",https://axel-slid.github.io/bay-area-final-1000-websites/g-jen-hsu-dds-bay-area/,200,PASS
343,Banseok Korean BBQ,https://axel-slid.github.io/bay-area-final-1000-websites/banseok-korean-bbq-bay-area/,200,PASS
344,Famous Hair & Nails,https://axel-slid.github.io/bay-area-final-1000-websites/famous-hair-nails-bay-area/,200,PASS
345,Corwood Car Wash,https://axel-slid.github.io/bay-area-final-1000-websites/corwood-car-wash-dublin/,200,PASS
346,Falafel Village,https://axel-slid.github.io/bay-area-final-1000-websites/falafel-village-bay-area/,200,PASS
347,Country Faire Dental Group,https://axel-slid.github.io/bay-area-final-1000-websites/country-faire-dental-group-bay-area/,200,PASS
348,Dr. Charity Duncan Kachalia,https://axel-slid.github.io/bay-area-final-1000-websites/dr-charity-duncan-kachalia-san-ramon/,200,PASS
349,Notorious Buns,https://axel-slid.github.io/bay-area-final-1000-websites/notorious-buns-bay-area/,200,PASS
350,W Salon,https://axel-slid.github.io/bay-area-final-1000-websites/w-salon-bay-area/,200,PASS
351,Angel Staging Partners,https://axel-slid.github.io/bay-area-final-1000-websites/angel-staging-partners-san-ramon/,200,PASS
352,Hunan Yuan,https://axel-slid.github.io/bay-area-final-1000-websites/hunan-yuan-oakland/,200,PASS
353,Napoleon's,https://axel-slid.github.io/bay-area-final-1000-websites/napoleons-oakland/,200,PASS
354,The Cutting Place,https://axel-slid.github.io/bay-area-final-1000-websites/the-cutting-place-bay-area/,200,PASS
355,Taqueria el Cruzero,https://axel-slid.github.io/bay-area-final-1000-websites/taqueria-el-cruzero-bay-area/,200,PASS
356,Dumpling Hours,https://axel-slid.github.io/bay-area-final-1000-websites/dumpling-hours-bay-area/,200,PASS
357,Young's Automotive,https://axel-slid.github.io/bay-area-final-1000-websites/youngs-automotive-bay-area/,200,PASS
358,Better Cuts Salon,https://axel-slid.github.io/bay-area-final-1000-websites/better-cuts-salon-bay-area/,200,PASS
359,Siamese Dream,https://axel-slid.github.io/bay-area-final-1000-websites/siamese-dream-bay-area/,200,PASS
360,Organic Greens,https://axel-slid.github.io/bay-area-final-1000-websites/organic-greens-bay-area/,200,PASS
361,Frank's Tailoring,https://axel-slid.github.io/bay-area-final-1000-websites/franks-tailoring-bay-area/,200,PASS
362,Ashby Nails,https://axel-slid.github.io/bay-area-final-1000-websites/ashby-nails-bay-area/,200,PASS
363,European Tailor,https://axel-slid.github.io/bay-area-final-1000-websites/european-tailor-berkeley/,200,PASS
364,Berkeley Auto Repair Center,https://axel-slid.github.io/bay-area-final-1000-websites/berkeley-auto-repair-center-berkeley/,200,PASS
365,Royal Ground Coffee,https://axel-slid.github.io/bay-area-final-1000-websites/royal-ground-coffee-berkeley/,200,PASS
366,眷湘 Easterly,https://axel-slid.github.io/bay-area-final-1000-websites/easterly-berkeley/,200,PASS
367,Paul's Shoe Repair,https://axel-slid.github.io/bay-area-final-1000-websites/pauls-shoe-repair-berkeley/,200,PASS
368,K's Coffee House,https://axel-slid.github.io/bay-area-final-1000-websites/ks-coffee-house-berkeley/,200,PASS
369,Saigon Express,https://axel-slid.github.io/bay-area-final-1000-websites/saigon-express-berkeley/,200,PASS
370,Kala salon,https://axel-slid.github.io/bay-area-final-1000-websites/kala-salon-berkeley/,200,PASS
371,My-O-My,https://axel-slid.github.io/bay-area-final-1000-websites/my-o-my-berkeley/,200,PASS
372,Polished Nail Salon,https://axel-slid.github.io/bay-area-final-1000-websites/polished-nail-salon-bay-area/,200,PASS
373,Cha Thai Tea,https://axel-slid.github.io/bay-area-final-1000-websites/cha-thai-tea-berkeley/,200,PASS
374,Max And Company,https://axel-slid.github.io/bay-area-final-1000-websites/max-and-company-berkeley/,200,PASS
375,Himalayan Flavors,https://axel-slid.github.io/bay-area-final-1000-websites/himalayan-flavors-berkeley/,200,PASS
376,Eat @ Thai,https://axel-slid.github.io/bay-area-final-1000-websites/eat-thai-berkeley/,200,PASS
377,Marlon Car Repair,https://axel-slid.github.io/bay-area-final-1000-websites/marlon-car-repair-berkeley/,200,PASS
378,Seabreeze,https://axel-slid.github.io/bay-area-final-1000-websites/seabreeze-berkeley/,200,PASS
379,Quince Cafe & Grill,https://axel-slid.github.io/bay-area-final-1000-websites/quince-cafe-grill-berkeley/,200,PASS
380,Panel craft,https://axel-slid.github.io/bay-area-final-1000-websites/panel-craft-bay-area/,200,PASS
381,Pizza Amigos,https://axel-slid.github.io/bay-area-final-1000-websites/pizza-amigos-oakland/,200,PASS
382,Chef Yu Chinese Restaurant,https://axel-slid.github.io/bay-area-final-1000-websites/chef-yu-chinese-restaurant-oakland/,200,PASS
383,Temescal Wash & Dry,https://axel-slid.github.io/bay-area-final-1000-websites/temescal-wash-dry-oakland/,200,PASS
384,Town Essentials,https://axel-slid.github.io/bay-area-final-1000-websites/town-essentials-oakland/,200,PASS
385,Timothy D. Lee,https://axel-slid.github.io/bay-area-final-1000-websites/timothy-d-lee-oakland/,200,PASS
386,Webster Cheap Auto Insurance Oakland,https://axel-slid.github.io/bay-area-final-1000-websites/webster-cheap-auto-insurance-oakland-oakland/,200,PASS
387,Gum Kuo,https://axel-slid.github.io/bay-area-final-1000-websites/gum-kuo-bay-area/,200,PASS
388,Mac Khai,https://axel-slid.github.io/bay-area-final-1000-websites/mac-khai-bay-area/,200,PASS
389,Yao Auto Repair,https://axel-slid.github.io/bay-area-final-1000-websites/yao-auto-repair-oakland/,200,PASS
390,Pacific Lighthouse Restaurant,https://axel-slid.github.io/bay-area-final-1000-websites/pacific-lighthouse-restaurant-bay-area/,200,PASS
391,Spritzers Coffee House,https://axel-slid.github.io/bay-area-final-1000-websites/spritzers-coffee-house-alameda/,200,PASS
392,Polished,https://axel-slid.github.io/bay-area-final-1000-websites/polished-alameda/,200,PASS
393,Elegant Nails in Alameda,https://axel-slid.github.io/bay-area-final-1000-websites/elegant-nails-in-alameda-alameda/,200,PASS
394,Carol L Chan Lamps,https://axel-slid.github.io/bay-area-final-1000-websites/carol-l-chan-lamps-alameda/,200,PASS
395,Hi Tech Nails,https://axel-slid.github.io/bay-area-final-1000-websites/hi-tech-nails-alameda/,200,PASS
396,Ohgane Alameda x Vons Chicken,https://axel-slid.github.io/bay-area-final-1000-websites/ohgane-alameda-x-vons-chicken-alameda/,200,PASS
397,Eyebrow Station,https://axel-slid.github.io/bay-area-final-1000-websites/eyebrow-station-alameda/,200,PASS
398,Best Alteration,https://axel-slid.github.io/bay-area-final-1000-websites/best-alteration-alameda/,200,PASS
399,iSalon,https://axel-slid.github.io/bay-area-final-1000-websites/isalon-alameda/,200,PASS
400,BB Bowl,https://axel-slid.github.io/bay-area-final-1000-websites/bb-bowl-alameda/,200,PASS
401,Peña's Bakery II,https://axel-slid.github.io/bay-area-final-1000-websites/penas-bakery-ii-oakland/,200,PASS
402,Hogar Latino,https://axel-slid.github.io/bay-area-final-1000-websites/hogar-latino-bay-area/,200,PASS
403,Elvia's Bridal & Tuxedo,https://axel-slid.github.io/bay-area-final-1000-websites/elvias-bridal-tuxedo-oakland/,200,PASS
404,Pasteleria La Favorita,https://axel-slid.github.io/bay-area-final-1000-websites/pasteleria-la-favorita-oakland/,200,PASS
405,Mi Grullense Taco Truck,https://axel-slid.github.io/bay-area-final-1000-websites/mi-grullense-taco-truck-oakland/,200,PASS
406,Los Mexicanos Panaderia,https://axel-slid.github.io/bay-area-final-1000-websites/los-mexicanos-panaderia-oakland/,200,PASS
407,Fruitvale Collision Center,https://axel-slid.github.io/bay-area-final-1000-websites/fruitvale-collision-center-oakland/,200,PASS
408,Peña's Bakery,https://axel-slid.github.io/bay-area-final-1000-websites/penas-bakery-bay-area/,200,PASS
409,VN. Auto Service Center,https://axel-slid.github.io/bay-area-final-1000-websites/vn-auto-service-center-oakland/,200,PASS
410,El Torito Auto Body,https://axel-slid.github.io/bay-area-final-1000-websites/el-torito-auto-body-oakland/,200,PASS
411,K&7 Auto Repair,https://axel-slid.github.io/bay-area-final-1000-websites/k7-auto-repair-oakland/,200,PASS
412,Bodylines,https://axel-slid.github.io/bay-area-final-1000-websites/bodylines-oakland/,200,PASS
413,CocoBreeze,https://axel-slid.github.io/bay-area-final-1000-websites/cocobreeze-bay-area/,200,PASS
414,Old Weang Ping Village,https://axel-slid.github.io/bay-area-final-1000-websites/old-weang-ping-village-bay-area/,200,PASS
415,Just Kids Pediatric Dentistry & Orthodontics - San Leandro,https://axel-slid.github.io/bay-area-final-1000-websites/just-kids-pediatric-dentistry-orthodontics-san-leandro-san-leandro/,200,PASS
416,Emil Villa's Hickory Pit,https://axel-slid.github.io/bay-area-final-1000-websites/emil-villas-hickory-pit-san-leandro/,200,PASS
417,Z Nail Spa,https://axel-slid.github.io/bay-area-final-1000-websites/z-nail-spa-san-leandro/,200,PASS
418,Stylist Hair Salon,https://axel-slid.github.io/bay-area-final-1000-websites/stylist-hair-salon-san-leandro/,200,PASS
419,Amaazing Hair and Nail,https://axel-slid.github.io/bay-area-final-1000-websites/amaazing-hair-and-nail-san-leandro/,200,PASS
420,Beauty Club,https://axel-slid.github.io/bay-area-final-1000-websites/beauty-club-san-leandro/,200,PASS
421,BlendMasters,https://axel-slid.github.io/bay-area-final-1000-websites/blendmasters-san-leandro/,200,PASS
422,Beauty Source,https://axel-slid.github.io/bay-area-final-1000-websites/beauty-source-san-leandro/,200,PASS
423,Tiptop Hair & Nails,https://axel-slid.github.io/bay-area-final-1000-websites/tiptop-hair-nails-san-leandro/,200,PASS
424,Ming's Donuts,https://axel-slid.github.io/bay-area-final-1000-websites/mings-donuts-san-leandro/,200,PASS
425,Beijing Bowl,https://axel-slid.github.io/bay-area-final-1000-websites/beijing-bowl-bay-area/,200,PASS
426,Dumpling Kitchen Express,https://axel-slid.github.io/bay-area-final-1000-websites/dumpling-kitchen-express-castro-valley/,200,PASS
427,Pistons Car Care Center,https://axel-slid.github.io/bay-area-final-1000-websites/pistons-car-care-center-bay-area/,200,PASS
428,Sivan's Cafe,https://axel-slid.github.io/bay-area-final-1000-websites/sivans-cafe-hayward/,200,PASS
429,Kennedy Snack Shop,https://axel-slid.github.io/bay-area-final-1000-websites/kennedy-snack-shop-bay-area/,200,PASS
430,Bamboo Steamer,https://axel-slid.github.io/bay-area-final-1000-websites/bamboo-steamer-hayward/,200,PASS
431,pho ty II,https://axel-slid.github.io/bay-area-final-1000-websites/pho-ty-ii-hayward/,200,PASS
432,Blue Ginger Indian Restaurant,https://axel-slid.github.io/bay-area-final-1000-websites/blue-ginger-indian-restaurant-hayward/,200,PASS
433,Tacos Uruapan,https://axel-slid.github.io/bay-area-final-1000-websites/tacos-uruapan-hayward/,200,PASS
434,Gerry's Grill and Bar,https://axel-slid.github.io/bay-area-final-1000-websites/gerrys-grill-and-bar-union-city/,200,PASS
435,Ocean Bar,https://axel-slid.github.io/bay-area-final-1000-websites/ocean-bar-union-city/,200,PASS
436,The Une Sandwich Factory,https://axel-slid.github.io/bay-area-final-1000-websites/the-une-sandwich-factory-union-city/,200,PASS
437,Macs By Icky,https://axel-slid.github.io/bay-area-final-1000-websites/macs-by-icky-union-city/,200,PASS
438,Zeny's Hair Salon,https://axel-slid.github.io/bay-area-final-1000-websites/zenys-hair-salon-union-city/,200,PASS
439,Maneki Sushi,https://axel-slid.github.io/bay-area-final-1000-websites/maneki-sushi-fremont/,200,PASS
440,Raja Sweets & Indian Cuisine,https://axel-slid.github.io/bay-area-final-1000-websites/raja-sweets-indian-cuisine-union-city/,200,PASS
441,Phở Pasteur,https://axel-slid.github.io/bay-area-final-1000-websites/pho-pasteur-union-city/,200,PASS
442,Dragon House,https://axel-slid.github.io/bay-area-final-1000-websites/dragon-house-union-city/,200,PASS
443,Lechon Manila,https://axel-slid.github.io/bay-area-final-1000-websites/lechon-manila-union-city/,200,PASS
444,New York Pizza & Kabob,https://axel-slid.github.io/bay-area-final-1000-websites/new-york-pizza-kabob-union-city/,200,PASS
445,Cấm Hương Sandwiches,https://axel-slid.github.io/bay-area-final-1000-websites/cam-huong-sandwiches-union-city/,200,PASS
446,King Calamari,https://axel-slid.github.io/bay-area-final-1000-websites/king-calamari-union-city/,200,PASS
447,"Family Dental Care - Romeo S. Bautista, D.M.D.",https://axel-slid.github.io/bay-area-final-1000-websites/family-dental-care-romeo-s-bautista-dmd-union-city/,200,PASS
448,B & B Salon,https://axel-slid.github.io/bay-area-final-1000-websites/b-b-salon-union-city/,200,PASS
449,Imagine Hair Beauty Salon,https://axel-slid.github.io/bay-area-final-1000-websites/imagine-hair-beauty-salon-union-city/,200,PASS
450,Che Lo,https://axel-slid.github.io/bay-area-final-1000-websites/che-lo-union-city/,200,PASS
451,Pinky's Nails and Spa,https://axel-slid.github.io/bay-area-final-1000-websites/pinkys-nails-and-spa-union-city/,200,PASS
452,Family Dentistry - Dr. Tran & Associates,https://axel-slid.github.io/bay-area-final-1000-websites/family-dentistry-dr-tran-associates-union-city/,200,PASS
453,Parilya,https://axel-slid.github.io/bay-area-final-1000-websites/parilya-union-city/,200,PASS
454,Bar Bay Grill,https://axel-slid.github.io/bay-area-final-1000-websites/bar-bay-grill-union-city/,200,PASS
455,Kim's Hair Salon,https://axel-slid.github.io/bay-area-final-1000-websites/kims-hair-salon-bay-area/,200,PASS
456,Mai's Kitchen,https://axel-slid.github.io/bay-area-final-1000-websites/mais-kitchen-union-city/,200,PASS
457,Desi Cuts and Color Plus,https://axel-slid.github.io/bay-area-final-1000-websites/desi-cuts-and-color-plus-bay-area/,200,PASS
458,Dino's,https://axel-slid.github.io/bay-area-final-1000-websites/dinos-fremont/,200,PASS
459,Delicious Donuts,https://axel-slid.github.io/bay-area-final-1000-websites/delicious-donuts-newark/,200,PASS
460,Los Gallos Taqueria,https://axel-slid.github.io/bay-area-final-1000-websites/los-gallos-taqueria-newark/,200,PASS
461,Chopsticks Pho & Grill,https://axel-slid.github.io/bay-area-final-1000-websites/chopsticks-pho-grill-newark/,200,PASS
462,Jade Palace Restaurant,https://axel-slid.github.io/bay-area-final-1000-websites/jade-palace-restaurant-newark/,200,PASS
463,Tucker Method,https://axel-slid.github.io/bay-area-final-1000-websites/tucker-method-fremont/,200,PASS
464,Peach Garden,https://axel-slid.github.io/bay-area-final-1000-websites/peach-garden-newark/,200,PASS
465,Balentine Beauty Salon,https://axel-slid.github.io/bay-area-final-1000-websites/balentine-beauty-salon-newark/,200,PASS
466,Vahl's Restaurant & cocktail,https://axel-slid.github.io/bay-area-final-1000-websites/vahls-restaurant-cocktail-alviso/,200,PASS
467,Mina's Korean BBQ,https://axel-slid.github.io/bay-area-final-1000-websites/minas-korean-bbq-san-jose/,200,PASS
468,Easterly Hunan Cuisine,https://axel-slid.github.io/bay-area-final-1000-websites/easterly-hunan-cuisine-santa-clara/,200,PASS
469,New Camau,https://axel-slid.github.io/bay-area-final-1000-websites/new-camau-bay-area/,200,PASS
470,Amakai,https://axel-slid.github.io/bay-area-final-1000-websites/amakai-bay-area/,200,PASS
471,Hi Nail Salon & Eyelash,https://axel-slid.github.io/bay-area-final-1000-websites/hi-nail-salon-eyelash-sunnyvale/,200,PASS
472,HR Beauty Salon,https://axel-slid.github.io/bay-area-final-1000-websites/hr-beauty-salon-sunnyvale/,200,PASS
473,Hunan Mifen Chinese Rice Noodles,https://axel-slid.github.io/bay-area-final-1000-websites/hunan-mifen-chinese-rice-noodles-bay-area/,200,PASS
474,Lakewood Dental Care,https://axel-slid.github.io/bay-area-final-1000-websites/lakewood-dental-care-bay-area/,200,PASS
475,Amazing Cuts,https://axel-slid.github.io/bay-area-final-1000-websites/amazing-cuts-sunnyvale/,200,PASS
476,Bagel Street Cafe,https://axel-slid.github.io/bay-area-final-1000-websites/bagel-street-cafe-bay-area/,200,PASS
477,Alpha Barbershop,https://axel-slid.github.io/bay-area-final-1000-websites/alpha-barbershop-sunnyvale/,200,PASS
